# Data Set (v2): 3D-2023
# Nov 2023 - ML-2023 CUP
# INFO: micheli@di.unipi.it - lorenzo.simone@di.unipi.it
# (C) CIML group - Micheli 2023
# Format:
# Training set: ID, INPUTS, TARGET_x, TARGET_y, TARGET_z (last 3 columns)
# Blind Test set: ID, INPUTS
1,-0.9172796,-0.7127266,-0.9899035,0.9928187,0.9936488,0.995543,0.7110739,0.40764457,-0.68854785,0.6168897,7.897453,-35.936382,21.077147
2,-0.8587842,0.9987552,-0.99839646,0.99990857,0.31650263,-0.9518967,-0.16313872,0.98098207,0.6617593,-0.8001547,-9.330632,19.901571,6.0691543
3,-0.9904415,0.9587257,-0.99867487,0.99721634,0.98716646,0.35648263,-0.2796892,0.5991635,-0.6846301,0.9229005,14.8494005,3.3740904,19.667479
4,0.9371171,0.9844736,-0.6124203,0.9998116,0.7286228,-0.53996205,-0.16593921,0.9993516,-0.92144436,-0.9747665,-46.591854,13.734777,17.9536
5,-0.90662795,-0.88456744,-0.9324874,0.9410374,0.97813416,0.9981795,0.74960643,-0.5905986,-0.5082678,0.6917981,8.2175,-45.885254,14.894251
6,0.9871297,0.9808353,0.20905054,0.9994791,0.2773453,-0.2684187,0.79519403,0.9995423,-0.6915291,-0.9982181,-51.504406,7.055591,11.618739
7,-0.99377966,-0.822281,-0.81912893,-0.18078056,0.65813035,0.98782074,0.6454475,-0.95970315,0.82351744,0.7699433,18.687641,-47.715004,2.6493337
8,-0.88581,0.9889053,-0.99358505,0.9987541,0.9541387,-0.09235309,-0.8548569,0.97017556,-0.8389497,0.30218804,6.8209224,15.695568,31.77853
9,0.7378768,-0.97811925,-0.6132943,0.93516594,0.9966666,0.99948925,-0.2740152,0.13181362,-0.95588106,0.7074977,-0.5431179,-60.064228,34.145264
10,-0.96813554,0.85002303,-0.99782526,0.99954426,0.99403507,0.875412,0.60119843,0.9236852,-0.67161083,0.09033291,4.271247,-4.438264,20.476498
11,-0.9571663,0.9911378,-0.99709064,0.9992754,0.96251756,-0.19512388,-0.5665988,0.9545374,-0.7234168,0.44910675,7.9595866,12.655575,25.69654
